NOME,METRAGEM_TOTAL,VOLUME_TOTAL,DIAMETRO_POND,DIAMETRO_MEDIO,METRAGEM_MEDIA,VOLUME_MEDIO,DIAMETRO_STD,METRAGEM_STD,VOLUME_STD,DIAMETRO_MIN,METRAGEM_MIN,VOLUME_MIN,DIAMETRO_MAX,METRAGEM_MAX,VOLUME_MAX,DIAMETRO_RANGE,VOLUME_RANGE,METRAGEM_RANGE,TIPO,LDA,NFASES,FORMATO
028G2U,2781.0,27258.122988136514,9.801554472540998,3.2384999999999997,927.0,9086.040996045505,1.1482794738215956,459.35607103857893,6961.815961916518,2.159,439.0,1607.1621145144654,4.445,1351.0,15378.255298434624,2.2860000000000005,13771.093183920158,912.0,HORIZONTAL,637.0,3,321
028JS9,1483.0,8784.543712139002,5.923495422885369,2.63525,741.5,4392.271856069501,0.6735192090801868,154.8563850798539,2939.505348154977,2.159,632.0,2313.7276910549936,3.1115,851.0,6470.816021084009,0.9525000000000001,4157.088330029015,219.0,HORIZONTAL,997.0,2,21
02AKUT,745.0,5664.815435614086,7.603779108206827,3.1115,745.0,5664.815435614086,0.0,0.0,0.0,3.1115,745.0,5664.815435614086,3.1115,745.0,5664.815435614086,0.0,0.0,0.0,DIRECIONAL,1243.0,1,1
02B542,330.0,627.3117764270631,1.9009447770517065,1.55575,330.0,627.3117764270631,0.0,0.0,0.0,1.55575,330.0,627.3117764270631,1.55575,330.0,627.3117764270631,0.0,0.0,0.0,DIRECIONAL,80.0,1,1
02NKA0,1907.0,20657.605687012263,10.832514780813982,3.77825,953.5,10328.802843506131,0.9429268927122613,248.19448019647817,2466.5811115739957,3.1115,778.0,8584.666613165507,4.445,1129.0,12072.939073846757,1.3335000000000004,3488.27246068125,351.0,VERTICAL,1481.0,2,21
02O1XG,1583.0,10487.255022602534,6.624924208845568,2.63525,791.5,5243.627511301267,0.6735192090801868,563.5641046056784,5380.898230222263,2.159,393.0,1438.7578838364122,3.1115,1190.0,9048.497138766123,0.9525000000000001,7609.73925492971,797.0,HORIZONTAL,1009.0,2,21
03734W,1573.0,20728.639741738247,13.177774788136203,4.720166666666667,524.3333333333334,6909.546580579416,1.7624348451313974,420.077770577465,6090.931853440412,3.1115,65.0,2226.4726631544054,6.604,889.0,13795.427810603815,3.4925,11568.95514744941,824.0,VERTICAL,1816.0,3,321
03CC15,3241.0,37956.63385954003,11.711395822135152,3.5940999999999996,648.2,7591.326771908006,1.9907022127882408,550.942102221277,8311.715909430382,1.651,178.0,381.0693596552732,6.604,1366.0,21197.474003694948,4.953,20816.404644039674,1188.0,DIRECIONAL,86.0,5,54321
03E9U4,1906.0,15917.93676673439,8.351488335117729,2.9686250000000003,476.5,3979.4841916835976,1.0818320398749524,573.7046278356137,5517.953462632089,2.159,0.0,0.0,4.445,1152.0,11700.509076710097,2.2860000000000005,11700.509076710097,1152.0,DIRECIONAL,1535.0,4,2431
03LJ88,1680.0,11138.079609520593,6.629809291381306,2.63525,840.0,5569.039804760297,0.6735192090801868,601.0407640085654,5727.198316958217,2.159,415.0,1519.2990376389594,3.1115,1265.0,9618.780571881634,0.9525000000000001,8099.4815342426755,850.0,HORIZONTAL,1130.0,2,21
03NQP2,2828.0,34462.122563022385,12.186040510262513,4.0798749999999995,707.0,8615.530640755596,1.926312036638924,285.60462181134255,5218.366941898996,2.159,308.0,2562.6730755355943,6.604,949.0,14726.502803445466,4.445,12163.829727909872,641.0,DIRECIONAL,222.0,4,4321
03QI55,1488.0,9437.642148869512,6.342501444132737,2.63525,744.0,4718.821074434756,0.6735192090801868,379.00923471598946,4208.987188719063,2.159,476.0,1742.6176913642041,3.1115,1012.0,7695.0244575053075,0.9525000000000001,5952.406766141104,536.0,HORIZONTAL,689.0,2,21
03X78X,1191.0,9936.39432054518,8.342900353102586,3.07975,595.5,4968.19716027259,0.942926892712261,142.12846301849606,3824.803986890203,2.4130000000000003,495.0,2263.6523244331847,3.7465,696.0,7672.741996111996,1.3335,5409.089671678811,201.0,HORIZONTAL,1262.0,2,21
043GBI,1726.0,31426.130864340077,18.20749181016227,4.720166666666667,575.3333333333334,10475.376954780026,1.7624348451313974,632.7924883667105,9600.91338396205,3.1115,126.0,958.0761676340601,6.604,1299.0,20157.773595021772,3.4925,19199.697427387713,1173.0,DIRECIONAL,108.0,3,321
045QBR,2931.0,30240.384692504023,10.317429100137845,3.77825,1465.5,15120.192346252012,0.9429268927122613,651.2453454728103,672.195199497412,3.1115,1005.0,14644.878562406348,4.445,1926.0,15595.506130097676,1.3335000000000004,950.6275676913283,921.0,VERTICAL,783.0,2,21
0470T0,5274.0,56466.990597754775,10.706672468288733,4.0798749999999995,1318.5,14116.747649438694,1.926312036638924,765.5736411345417,7913.276369849343,2.159,350.0,4481.016920650811,6.604,2201.0,23261.356904493947,4.445,18780.339983843136,1851.0,VERTICAL,126.0,4,4321
048E9N,2227.0,30617.644245300835,13.748380891468718,4.720166666666667,742.3333333333334,10205.881415100279,1.7624348451313974,493.4220640925306,1126.0009797133762,3.1115,335.0,9326.267844963884,6.604,1291.0,11474.897571641935,3.4925,2148.629726678051,956.0,VERTICAL,550.0,3,321
049VDG,2017.0,22282.926930808884,11.047559212101579,3.5877499999999998,1008.5,11141.463465404442,0.6735192090801865,403.75797205751866,7981.72400595595,3.1115,723.0,5497.5322952335355,4.064,1294.0,16785.39463557535,0.9525000000000001,11287.862340341815,571.0,DIRECIONAL,1819.0,2,21
04ONUO,462.0,1691.3642298534921,3.6609615364794204,2.159,462.0,1691.3642298534921,0.0,0.0,0.0,2.159,462.0,1691.3642298534921,2.159,462.0,1691.3642298534921,0.0,0.0,0.0,VERTICAL,1038.0,1,1
04VL1Q,2237.0,49345.40382742237,22.058741094064537,6.984999999999999,447.4,9869.080765484474,2.887679518229126,673.1967023092136,11532.404112595514,4.064,10.0,129.71711464895944,10.668,1568.0,24332.093146261846,6.603999999999999,24202.376031612886,1558.0,DIRECIONAL,1429.0,5,45321
04WUQQ,2354.0,24958.706616444277,10.602679106390942,3.77825,1177.0,12479.353308222138,0.9429268927122613,403.0508652763321,1927.0473544847428,3.1115,892.0,11116.72505619838,4.445,1462.0,13841.981560245897,1.3335000000000004,2725.2565040475165,570.0,HORIZONTAL,822.0,2,21
054G4N,3555.0,45010.15714774266,12.661084992332675,4.7116999999999996,711.0,9002.031429548533,2.3203146769350056,491.9064951797242,6667.683828593868,2.159,46.0,2097.7689634636404,7.62,1253.0,16373.137430581626,5.461,14275.368467117985,1207.0,VERTICAL,1841.0,5,54321
054W72,2059.0,42746.770844736006,20.760937758492474,5.730875,514.75,10686.692711184001,2.711172390160144,313.35981980251813,10048.018271029641,3.1115,61.7,4051.7951492569036,9.144,739.3,25323.557536462333,6.032500000000001,21271.76238720543,677.5999999999999,DIRECIONAL,1793.0,4,4321
05F2V9,1742.0,20145.134410340033,11.564371073673957,4.720166666666667,580.6666666666666,6715.044803446678,1.7624348451313974,482.79429712180047,4176.44402208157,3.1115,62.0,2123.7123863934326,6.604,1017.0,10288.378670900258,3.4925,8164.666284506826,955.0,VERTICAL,1473.0,3,321
05J786,1750.0,8441.176555850327,4.823529460485901,2.63525,875.0,4220.588277925163,0.6735192090801868,507.70266889194113,420.075533135182,2.159,516.0,3923.550019834722,3.1115,1234.0,4517.626536015605,0.9525000000000001,594.0765161808827,718.0,HORIZONTAL,1438.0,2,21
05LYBW,2580.0,25038.934244994132,9.70501327325354,3.77825,1290.0,12519.467122497066,0.9429268927122613,855.5992052357225,2672.431290199059,3.1115,685.0,10629.772834942196,4.445,1895.0,14409.161410051935,1.3335000000000004,3779.3885751097387,1210.0,VERTICAL,1196.0,2,21
05Q265,931.0,6670.176911813176,7.164529443408353,3.07975,465.5,3335.088455906588,0.942926892712261,129.4005409571382,1114.270125117827,2.4130000000000003,374.0,2547.1804943621896,3.7465,557.0,4122.996417450986,1.3335,1575.8159230887964,183.0,HORIZONTAL,1804.0,2,21
0657CC,3844.0,88136.11303369605,22.928229197111357,6.207125,961.0,22034.028258424012,3.3037803693899908,798.9760113211577,19464.518235737803,3.1115,99.0,3976.77647359217,10.668,1871.0,46276.37796802464,7.5565,42299.60149443247,1772.0,VERTICAL,2014.0,4,4321
06J44X,1783.0,9654.14875392264,5.414553423400247,2.63525,891.5,4827.07437696132,0.6735192090801868,139.30003589374985,1700.9064088290702,2.159,793.0,3624.3519211146263,3.1115,990.0,6029.796832808013,0.9525000000000001,2405.444911693387,197.0,HORIZONTAL,906.0,2,21
06J734,696.0,2548.0292293896764,3.66096153647942,2.159,696.0,2548.0292293896764,0.0,0.0,0.0,2.159,696.0,2548.0292293896764,2.159,696.0,2548.0292293896764,0.0,0.0,0.0,VERTICAL,928.0,1,1
06JGQ9,3963.0,88894.88531519234,22.43121002149693,5.762625,990.75,22223.721328798085,2.6857697647353667,771.6447261099718,18253.295952822624,3.1115,194.0,4045.2104855660314,9.144,1895.0,45968.09713774172,6.032500000000001,41922.88665217569,1701.0,DIRECIONAL,2029.0,4,4321
06JTXO,2442.0,33245.34055809161,13.613980572519086,5.254625,610.5,8311.335139522902,3.7335174071064223,535.0728922305819,6096.205670182606,2.159,61.0,1090.9665378708673,10.668,1251.0,13791.092294735785,8.509,12700.125756864918,1190.0,DIRECIONAL,928.0,4,4321
06JW00,2196.0,23567.370218807904,10.73195365155187,3.77825,1098.0,11783.685109403952,0.9429268927122613,325.2691193458119,2384.175203179849,3.1115,868.0,10097.818655698666,4.445,1328.0,13469.551563109237,1.3335000000000004,3371.732907410571,460.0,VERTICAL,945.0,2,21
06LH7H,4166.0,53804.13828667987,12.915059598338901,4.519083333333334,694.3333333333334,8967.356381113312,2.8816455787738136,858.3618506589553,9229.352403421522,1.651,10.0,21.408390991869283,9.144,2012.0,23959.663149125186,7.493,23938.254758133316,2002.0,VERTICAL,202.0,6,654321
06OULI,1322.0,10052.195981049425,7.603779108206826,3.1115,1322.0,10052.195981049425,0.0,0.0,0.0,3.1115,1322.0,10052.195981049425,3.1115,1322.0,10052.195981049425,0.0,0.0,0.0,HORIZONTAL,1163.0,1,1
06U7Q3,1134.0,13418.652796833892,11.833027157701846,3.77825,567.0,6709.326398416946,0.9429268927122613,55.154328932550705,3810.6423258482037,3.1115,528.0,4014.795369133204,4.445,606.0,9403.857427700688,1.3335000000000004,5389.062058567484,78.0,VERTICAL,1188.0,2,21
06XGQW,1339.0,21508.255316627652,16.062924060214826,3.3069609375000004,167.375,2688.5319145784565,1.4912359806315851,192.27282513583214,4094.61038127171,2.1510625,9.0,32.70682966324161,6.604,553.0,10926.842762250082,4.4529375,10894.13593258684,544.0,VERTICAL,1515.0,8,46835721
073882,1725.0,10041.31127101406,5.821050012182064,2.8575,431.25,2510.327817753515,0.7165471605786555,549.5291166080283,2674.0106728568985,2.159,0.0,0.0,3.7465,1192.0,5236.425931254595,1.5875000000000004,5236.425931254595,1192.0,HORIZONTAL,1299.0,4,4321
07433K,2032.0,18899.371904526626,9.300872000259167,3.2385,677.3333333333334,6299.790634842208,1.1482794738215956,287.8217040692611,4334.725327198966,2.159,410.0,1500.9942299565623,4.445,982.0,9931.466590310958,2.2860000000000005,8430.472360354395,572.0,VERTICAL,1522.0,3,132
075UXF,2109.0,29511.689359578042,13.993214490079678,3.3639125,421.8,5902.337871915608,1.9377289278060155,616.1555810020714,7812.126141458441,2.1510625,14.0,50.87729058726472,6.604,1497.0,16503.00972439606,4.4529375,16452.132433808794,1483.0,VERTICAL,728.0,5,43521
077756,2163.0,17846.788458197392,8.250942421727874,3.2384999999999997,721.0,5948.929486065797,1.1482794738215956,661.7756417397062,6505.680518927242,2.159,10.0,76.03779108206825,4.445,1319.0,12941.942400498967,2.2860000000000005,12865.904609416899,1309.0,DIRECIONAL,1478.0,3,321
0797YH,3104.0,43850.186551983956,14.126993090201017,5.826125,776.0,10962.546637995989,2.638817865857109,739.3091369650452,8510.173088597765,3.1115,37.0,2429.763703768321,9.144,1462.0,22687.193992241595,6.032500000000001,20257.430288473275,1425.0,VERTICAL,871.0,4,4321
07DI8A,845.0,3093.5124983251103,3.6609615364794204,2.159,845.0,3093.5124983251103,0.0,0.0,0.0,2.159,845.0,3093.5124983251103,2.159,845.0,3093.5124983251103,0.0,0.0,0.0,HORIZONTAL,1046.0,1,1
07GY5V,526.0,2674.8011068163823,5.085173206875251,2.63525,263.0,1337.4005534081912,0.6735192090801868,103.23759005323593,151.76983166675876,2.159,190.0,1230.0830762570852,3.1115,336.0,1444.718030559297,0.9525000000000001,214.63495430221178,146.0,HORIZONTAL,506.0,2,21
07I7UF,1976.0,22100.306388420402,11.184365581184414,3.77825,988.0,11050.153194210201,0.9429268927122613,132.93607486307093,3992.1328351477,3.1115,894.0,8227.288995079785,4.445,1082.0,13873.017393340619,1.3335000000000004,5645.728398260833,188.0,DIRECIONAL,1344.0,2,21
07JNG3,1948.0,12920.806364777112,6.632857476784965,3.07975,974.0,6460.403182388556,0.942926892712261,497.80317395532944,560.8187963372322,2.4130000000000003,622.0,6063.844408481622,3.7465,1326.0,6856.96195629549,1.3335,793.1175478138684,704.0,HORIZONTAL,1181.0,2,21
080752,2405.6,21984.383118121175,9.138835682624366,5.249333333333333,801.8666666666667,7328.127706040392,3.561287735262813,748.3599757692372,4265.12959173294,2.159,62.6,4110.897509618835,9.144,1559.0,12166.046573130923,6.985,8055.149063512088,1496.4,DIRECIONAL,1339.0,3,321
08598S,2702.0,33977.14650093469,12.574813656896627,4.0798749999999995,675.5,8494.286625233672,1.926312036638924,210.82773378598307,4927.925916591458,2.159,370.0,2569.994998608553,6.604,829.0,12673.767467186615,4.445,10103.772468578063,459.0,VERTICAL,10.0,4,4321
086V74,2906.0,37493.77874583667,12.902195026096583,4.720166666666667,968.6666666666666,12497.926248612224,1.7624348451313974,675.1091269812114,6955.477651641655,3.1115,192.0,6576.657712702243,6.604,1415.0,20157.773595021772,3.4925,13581.11588231953,1223.0,VERTICAL,100.0,3,321
087R44,3588.0,60067.425925856,16.741200090818282,5.413375,897.0,15016.856481464,3.0932496228346444,826.926840778554,14340.270837661446,2.159,61.0,2141.662498840461,9.144,2017.0,31684.418667966536,6.985,29542.756169126074,1956.0,DIRECIONAL,1322.0,4,4321
08PQNU,1085.0,8250.100332404407,7.603779108206827,3.1115,1085.0,8250.100332404407,0.0,0.0,0.0,3.1115,1085.0,8250.100332404407,3.1115,1085.0,8250.100332404407,0.0,0.0,0.0,HORIZONTAL,129.0,1,1
0907TF,5197.0,62609.16881558312,12.047175065534562,5.0927,1039.4,12521.833763116625,2.812842148077279,768.0343742307372,7973.255550443295,2.159,64.0,4202.834514626285,9.144,1984.0,22469.94316057854,6.985,18267.108645952256,1920.0,VERTICAL,147.0,5,54321
091G7D,5076.0,63194.17843480991,12.449601740506287,4.0798749999999995,1269.0,15798.544608702477,1.926312036638924,603.3307550589477,8663.778341689313,2.159,669.0,3613.369036505188,6.604,2073.0,22915.54171769688,4.445,19302.172681191692,1404.0,VERTICAL,494.0,4,4321
091RY3,552.0,2020.85076813664,3.6609615364794204,2.159,552.0,2020.85076813664,0.0,0.0,0.0,2.159,552.0,2020.85076813664,2.159,552.0,2020.85076813664,0.0,0.0,0.0,0,0.0,1,1
092XHD,796.0,3509.4908363684567,4.408908085890021,2.63525,398.0,1754.7454181842284,0.6735192090801868,349.31074990615446,857.826270350775,2.159,151.0,1148.1706453392308,3.1115,645.0,2361.320191029226,0.9525000000000001,1213.1495456899952,494.0,HORIZONTAL,1025.0,2,21
096BP5,812.0,7727.339726984751,9.516428235202895,3.302,406.0,3863.6698634923755,1.616446101792448,7.0710678118654755,3336.150542978576,2.159,401.0,1504.6551914930417,4.445,411.0,6222.6845354917095,2.2860000000000005,4718.029343998668,10.0,VERTICAL,1940.0,2,12
0A263A,3763.0,33836.008724228275,8.991764210531032,3.355578125,470.375,4229.501090528534,1.5236854795426766,563.1698392644468,6105.031263777573,2.1510625,8.0,29.07273747843698,6.604,1400.0,16511.063206391966,4.4529375,16481.99046891353,1392.0,VERTICAL,1526.0,8,46835721
0AS6ZY,2614.0,27980.611847207678,10.704136131295975,3.2067499999999995,653.5,6995.152961801919,0.9397141852712452,724.1751629727897,7942.5417604757795,2.159,18.0,65.89730765662956,4.445,1486.0,16030.00779342378,2.2860000000000005,15964.11048576715,1468.0,VERTICAL,1358.0,4,3241
0C6UY9,1739.0,9831.569210806887,5.653576314437543,2.76225,869.5,4915.7846054034435,0.49391408665880304,352.8462838120872,284.88138379494154,2.4130000000000003,620.0,4714.343047088232,3.1115,1119.0,5117.226163718654,0.6984999999999997,402.8831166304217,499.0,HORIZONTAL,1180.0,2,21
0CB6S9,2284.0,28739.494970965025,12.582966274503075,4.593166666666666,761.3333333333334,9579.831656988341,1.805381423227051,526.0193279085222,893.6340012050571,3.1115,294.0,8548.357855366427,6.604,1331.0,10120.629993023285,3.4925,1572.2721376568588,1037.0,DIRECIONAL,774.0,3,321
0D2JDA,62.0,2123.7123863934326,34.25342558699085,6.604,62.0,2123.7123863934326,0.0,0.0,0.0,6.604,62.0,2123.7123863934326,6.604,62.0,2123.7123863934326,0.0,0.0,0.0,DIRECIONAL,484.0,1,1
0D35O2,3817.0,52493.2543690372,13.752490010227193,4.857749999999999,636.1666666666666,8748.875728172867,3.304380391994844,572.8481183234057,7547.004741081716,2.159,0.0,0.0,10.668,1563.0,22710.021164174934,8.509,22710.021164174934,1563.0,VERTICAL,2130.0,6,564321
0DRO0A,4420.0,47278.83221006241,10.696568373317287,3.9846249999999994,1105.0,11819.708052515602,1.9116031393832769,774.7791083055006,6207.510228012095,2.159,443.0,2969.0398060848097,6.604,2223.0,16903.200957543773,4.445,13934.161151458964,1780.0,VERTICAL,1202.0,4,4321
0E6KFP,500.0,950.4723885258533,1.9009447770517065,1.55575,500.0,950.4723885258533,0.0,0.0,0.0,1.55575,500.0,950.4723885258533,1.55575,500.0,950.4723885258533,0.0,0.0,0.0,HORIZONTAL,210.0,1,1
0EQ896,2547.0,27548.403035224488,10.816020037386922,5.566833333333334,849.0,9182.801011741496,3.1688557214447823,852.2839902286092,5988.998807442353,3.1115,35.0,2298.4251251862497,9.144,1735.0,13192.556752738843,6.032500000000001,10894.131627552593,1700.0,VERTICAL,1462.0,3,321
0F39V1,2781.0,36911.87904376285,13.272879915053164,4.0798749999999995,695.25,9227.969760940712,1.926312036638924,491.3392412580131,6578.431286967988,2.159,238.0,871.3088456821021,6.604,1152.0,16867.975286981266,4.445,15996.666441299163,914.0,DIRECIONAL,180.0,4,4321
0GTNH8,2098.0,26591.03942498291,12.674470650611493,5.566833333333334,699.3333333333334,8863.679808327637,3.1688557214447823,565.4956527979091,5048.335609024175,3.1115,60.0,3940.1573574621425,9.144,1134.0,14028.196558814227,6.032500000000001,10088.039201352083,1074.0,DIRECIONAL,1093.0,3,321
0H1F4J,776.5,5904.3344775226005,7.603779108206826,3.1115,776.5,5904.3344775226005,0.0,0.0,0.0,3.1115,776.5,5904.3344775226005,3.1115,776.5,5904.3344775226005,0.0,0.0,0.0,DIRECIONAL,1123.0,1,1
0HHVU4,3371.0,48890.06381901838,14.503133734505601,3.661833333333334,561.8333333333334,8148.343969836397,1.6326622635029777,327.6561714155048,8855.131495374117,2.286,40.0,182.92139995419674,6.604,1047.0,22093.459503609098,4.318,21910.5381036549,1007.0,VERTICAL,1745.0,6,642531
0HLF31,768.0,11917.75990837315,15.517916547360871,4.445,768.0,11917.75990837315,0.0,0.0,0.0,4.445,768.0,11917.75990837315,4.445,768.0,11917.75990837315,0.0,0.0,0.0,VERTICAL,1555.0,1,1
0HS4A8,2447.0,31255.37766842445,12.77293733895564,3.188890625,305.875,3906.9222085530564,1.5453289484355,358.1717215845734,5551.547322680184,2.1510625,9.0,32.70682966324161,6.604,1065.0,13814.87271011418,4.4529375,13782.165880450937,1056.0,VERTICAL,1286.0,8,47683521
0I9FXS,1999.0,17791.58134230461,8.900240791548079,3.290093749999999,333.1666666666667,2965.263557050768,1.5722642797043935,358.69230081877515,3486.151900649937,2.1510625,5.0,18.170460924023114,6.096,924.0,7808.970301867358,3.9449375,7790.799840943335,919.0,VERTICAL,0.0,6,546321
0IE81I,2410.0,27706.9233031384,11.49664867350141,5.058833333333333,803.3333333333334,9235.641101046132,2.316082162474668,686.3980866329199,7270.856004773905,3.1115,33.0,1504.9212129195682,7.62,1350.0,15936.900294139614,4.5085,14431.979081220046,1317.0,DIRECIONAL,724.0,3,321
0JGIZ7,3840.0,80444.3758409614,20.949056208583695,6.108700000000001,768.0,16088.875168192279,2.9676995215149398,710.5902476110969,10876.383611960531,3.1115,87.0,3414.096819584865,10.668,1964.0,28523.172047373067,7.5565,25109.075227788202,1877.0,DIRECIONAL,1955.0,5,54321
0JSK39,3196.0,43041.870946718904,13.467418944530321,4.720166666666667,1065.3333333333333,14347.290315572967,1.7624348451313974,662.2962579792621,3525.864117877705,3.1115,351.0,12022.952381033789,6.604,1659.0,18404.249025169993,3.4925,6381.296644136204,1308.0,VERTICAL,60.0,3,321
0KE0EK,2222.0,24105.376385504904,10.848504223899596,3.77825,1111.0,12052.688192752452,0.9429268927122613,282.842712474619,2947.410260153438,3.1115,911.0,9968.55441085915,4.445,1311.0,14136.821974645753,1.3335000000000004,4168.267563786603,400.0,DIRECIONAL,1025.0,2,21
0KE6X1,1273.0,7223.235457561116,5.674183391642668,2.63525,636.5,3611.617728780558,0.6735192090801868,19.091883092036785,1882.0901269263597,2.159,623.0,2280.779037226679,3.1115,650.0,4942.456420334437,0.9525000000000001,2661.677383107758,27.0,HORIZONTAL,1066.0,2,21
0L0GV1,485.0,1775.5663451925188,3.6609615364794204,2.159,485.0,1775.5663451925188,0.0,0.0,0.0,2.159,485.0,1775.5663451925188,2.159,485.0,1775.5663451925188,0.0,0.0,0.0,HORIZONTAL,0.0,1,1
0L39C2,1844.0,11135.226213028927,6.038625928974472,2.63525,922.0,5567.613106514464,0.6735192090801868,268.70057685088807,4083.950739329251,2.159,732.0,2679.8238447029357,3.1115,1112.0,8455.402368325991,0.9525000000000001,5775.578523623055,380.0,HORIZONTAL,788.0,2,21
